/* Names data file for localisation
 * The id's should be less than 20 chars 
 *
 * Text like this "*text*" is not final and should not be translated.
 */ 

/*
 * VEHICLES
 */

/* FINAL VEHICLES */
ZNULLDESIGN				_("New Design")
R-Wpn-MG-AALgt			_("Tornado AA Gun")
R-Wpn-MG-AA				_("Hurricane AA Gun")
R-Wpn-MG-AA2Lgt			_("Cyclone AA Gun")
R-Wpn-MG-AA2			_("Whirlwind AA Gun")
R-Wpn-MG3Inc			_("Incendiary Machinegun")
R-Wpn-MG3IncTwin			_("Twin Incendiary Machinegun")
R-Wpn-MG4Inc			_("Plasmite Machinegun - Hellspitter")
R-Wpn-MG4IncTwin			_("Twin Hellspitter Machinegun")
R-Wpn-Railgun-Gattling		_("Gauss Machinegun - Leadsprayer")
R-Wpn-Railgun-GattlingTwin	_("Twin Leadsprayer")
R-Wpn-Railgun-GattlingInc	_("Plasmite Gauss Machinegun - Hellsprayer")
R-Wpn-Railgun-GattlingIncTwin	_("Twin Hellsprayer")
R-Wpn-Railgun-GattlingAALgt	_("AA Gauss Machinegun - Dust Devil")
R-Wpn-Railgun-GattlingAA	_("Heavy AA Gauss Machinegun - Sandstorm")

R-Wpn-Cannon-HPVAslt		_("Hyper-Velocity Assault Cannon")
R-Wpn-Cannon-HPVLgt		_("Light Hyper-Velocity Cannon")
R-Wpn-Cannon-HPVHvy		_("Heavy Hyper-Velocity Cannon")
R-Wpn-Cannon-TankDest		_("Fixed-Mounted Heavy Cannon")
R-Wpn-Cannon-TankDestLgt	_("Tankbuster Cannon")
R-Wpn-Cannon-HPVTankDest	_("Fixed-Mounted Heavy HPV Cannon")
R-Wpn-Cannon-HPVTankDestLgt	_("HPV Tankbuster Cannon")
R-Wpn-Cannon-HPVTwinAslt	_("Twin HPV Assault Cannon")
R-Wpn-Cannon-Shotgun		_("Anti-Personnel Scattergun - Blunderbuss")
R-Wpn-Cannon-Sniper		_("Cyborg Sniper")
R-Wpn-Cannon-Gattling		_("Gattling Cannon - Ripper")
R-Wpn-Cannon-HPVGattling	_("Hyper-Velocity Gattling Cannon - Shredder")
R-Wpn-Cannon-Ramjet		_("Ramjet Cannon")
R-Wpn-Cannon-Ramjet-TankDest	_("Fixed-Mounted Ramjet Cannon")
R-Wpn-Cannon-Inc			_("Incendiary Cannon")
R-Wpn-Cannon-IncTankDest	_("Fixed-Mounted Incendiary Cannon")
R-Wpn-Cannon-Plas			_("Thermite Cannon")
R-Wpn-Cannon-PlasTankDest	_("Fixed-Mounted Thermite Cannon")

R-Wpn-MortarRotPlas		_("Plasmite Pepperpot")
R-Wpn-MortarHvyPlas		_("Plasmite Bombard")
R-Wpn-Mortar-Ramjet		_("Guided Anti-Tank Mortar - Sureshot Mortar")
R-Wpn-Mortar-RamjetRot		_("Sureshot Pepperpot")
R-Wpn-Mortar-RamjetHvy		_("Sureshot Bombard")
R-Wpn-Mortar-GaussRamjet	_("Guided AT Gauss Mortar - Longshot Mortar")
R-Wpn-Mortar-GaussRamjetRot	_("Longshot Pepperpot")
R-Wpn-Mortar-GaussRamjetHvy	_("Longshot Bombard")
R-Wpn-Mortar-Gauss		_("Gauss Mortar")
R-Wpn-Mortar-GaussRot		_("Gauss Pepperpot")
R-Wpn-Mortar-GaussHvy		_("Gauss Bombard")
R-Wpn-Mortar-GaussInc		_("Gauss Incendiary Mortar")
R-Wpn-Mortar-GaussRotPlas	_("Gauss Plasmite Pepperpot")
R-Wpn-Mortar-GaussHvyPlas	_("Gauss Plasmite Bombard")
R-Wpn-MortarGattling		_("Gattling Mortar")
R-Wpn-MortarGattlingGauss	_("Gauss Gattling Mortar")

R-Wpn-HowitzerHvyPlas		_("Heavy Plasmite Howitzer")
R-Wpn-HowitzerRotPlas		_("Rotary Plasmite Howitzer")
R-Wpn-HowitzerBB			_("Bunker-Buster Howitzer - Ground Shaker")
R-Wpn-HowitzerRamjet		_("Guided Anti-Tank Howitzer - Sureshot Howitzer")
R-Wpn-HowitzerRamjetHvy		_("Heavy Sureshot Howitzer")
R-Wpn-HowitzerRamjetRot		_("Rotary Sureshot Howitzer")
R-Wpn-HowitzerGattling		_("Gattling Howitzer")
R-Wpn-HowitzerGauss		_("Gauss Howitzer")
R-Wpn-HowitzerGaussHvy		_("Heavy Gauss Howitzer")
R-Wpn-HowitzerGaussRot		_("Rotary Gauss Howitzer")
R-Wpn-HowitzerGaussInc		_("Gauss Incendiary Howitzer")
R-Wpn-HowitzerGaussHvyPlas	_("Heavy Gauss Plasmite Howitzer - Ragnarok")
R-Wpn-HowitzerGaussRotPlas	_("Rotary Gauss Plasmite Howitzer - Hellstorm")
R-Wpn-HowitzerGaussBB		_("Bunker-Buster Gauss Howitzer - Meteor Launcher")
R-Wpn-HowitzerGaussRamjet	_("Guided AT Gauss Howitzer - Longshot Howitzer")
R-Wpn-HowitzerGaussRamjetHvy	_("Heavy Longshot Howitzer")
R-Wpn-HowitzerGaussRamjetRot	_("Rotary Longshot Howitzer")
R-Wpn-HowitzerGattlingGauss	_("Gauss Gattling Howitzer - Shellstorm")

R-Wpn-Rocket01-LtATHvy		_("Heavy Lancer")
R-Wpn-Rocket02-MRLHvy		_("Heavy Mini-Rocket Array")
R-Wpn-Rocket07-Tank-KillerHvy	_("Heavy Tank Killer")
R-Wpn-Missile2A-THvy		_("Heavy Scourge Missile")
R-Wpn-MdArtMissileHvy		_("Heavy Seraph Missile Array")
R-Wpn-Missile-LtSAM2		_("Avenger AA Missile")
R-Wpn-Missile-HvSAM2 		_("Vindicator AA Missile")
R-Wpn-Rocket-PodTwin		_("Twin Mini-Rocket Pod")
R-Wpn-Rocket-PodQuad		_("Quad Mini-Rocket Pod")
R-Wpn-Rocket-Pod2			_("Rocket Assault Pod")
R-Wpn-Rocket-Pod2Twin		_("Twin Rocket Assault Pod")
R-Wpn-Rocket-Pod2Quad		_("Quad Rocket Assault Pod")
R-Wpn-Rocket-Pod3			_("Erinyes Missile Pod")
R-Wpn-Rocket-Pod3Twin		_("Twin Erinyes Missile Pod")
R-Wpn-Rocket-Pod3Quad		_("Quad Erinyes Missile Pod")
R-Wpn-Rocket-BB2			_("Devastator Bunker-Buster Missile")
R-Wpn-Rocket-TopAttack		_("Rocket Assault Array")
R-Wpn-Rocket-TopAttackHvy	_("Heavy Rocket Assault Array")
R-Wpn-Rocket-Cherub		_("Cherub AA Array")
R-Wpn-Rocket-Gattling		_("Gattling Rocket Pod - Rocketstorm")
R-Wpn-Rocket-TopAtkInc		_("Incendiary Rocket Array")
R-Wpn-Rocket-TopAtkIncHvy	_("Heavy Incendiary Rocket Array")
R-Wpn-Rocket-TopAtkPlas		_("Ifrit Plasmite Missile Array")
R-Wpn-Rocket-TopAtkPlasHvy	_("Heavy Ifrit Plasmite Missile Array")
R-Wpn-Rocket-LasProp-AT		_("Laser-Propelled Anti-Tank Missile - Ballista")
R-Wpn-Rocket-LasProp-AP		_("Laser-Propelled HEAP Missile - Apollo")
R-Wpn-Rocket-LasProp-Plas	_("Laser-Propelled Plasmite Missile - Sunrider")

R-Wpn-Railgun-Proto		_("Proto-Railgun")
R-Wpn-Railgun-ProtoTankDest	_("Fixed-Mounted Proto-Railgun")
R-Wpn-Railgun-GattlingAT	_("Gattling Needlegun - Eviscerator")
R-Wpn-Railgun-Flak		_("Gauss Flak Cannon")
R-Wpn-Railgun-Shotgun		_("Gauss Scattergun - Scattershot")
R-Wpn-Railgun-Sniper		_("Gauss Sniper")
R-Wpn-Railgun-Aslt		_("Assault Needlegun")
R-Wpn-Railgun-TwinAslt		_("Twin Assault Needlegun")
R-Wpn-Railgun-TankDest		_("Fixed-Mounted Gauss Cannon")
R-Wpn-Railgun-TankDestLgt	_("Tankbuster Railgun")

R-Wpn-Laser-AP1			_("Light Laser")
R-Wpn-Laser-AT1			_("Laser Cannon")
R-Wpn-Laser-AP2			_("Heavy Laser")
R-Wpn-Laser-AT2			_("Heavy Laser Cannon")
R-Wpn-Laser-AP3			_("Advanced Laser - Flashlight")
R-Wpn-Laser-AT3			_("Pulse Laser Cannon")
R-Wpn-Laser-AP4			_("Advanced Heavy Laser - Hyperion")
R-Wpn-Laser-AT4			_("Heavy Pulse Laser Cannon")
R-Wpn-Laser-TankDest		_("Fixed-Mounted Laser Cannon")
R-Wpn-Laser-TankDestLgt		_("Tankbuster Laser")
R-Wpn-Laser-TankDest2		_("Fixed-Mounted Pulse Laser Cannon")
R-Wpn-Laser-TankDest2Lgt	_("Tankbuster Pulse Laser")
R-Wpn-Laser-AA			_("AA Laser - Stormbringer")
R-Wpn-Laser-AA2			_("Advanced AA Laser - Tempest")
R-Wpn-Laser-Plasma		_("Plasma Laser")
R-Wpn-Laser-Plasma-TankDest	_("Fixed-Mounted Plasma Laser")
R-Wpn-Laser-Sonic			_("Sonic Disrupter")
R-Wpn-Laser-Sonic-TankDest	_("Fixed-Mounted Sonic Disrupter")

R-Wpn-Flame1Med			_("Medium Flamer")
R-Wpn-Flame1Hvy			_("Heavy Flamer")
R-Wpn-Flame2Med			_("Medium Thermite Flamer")
R-Wpn-Flame2Hvy			_("Heavy Thermite Flamer")
R-Wpn-Plasmite-FlamerMed	_("Medium Plasmite Flamer")
R-Wpn-Plasmite-FlamerHvy	_("Heavy Plasmite Flamer")
R-Wpn-Flamer-PlasmaCannon	_("Plasma Cannon")
R-Wpn-Flamer-PlasCan-TankDest	_("Fixed-Mounted Plasma Cannon")

R-Wpn-TBM-FuelAir			_("Tactical Ballistic Missile Launcher - Harbinger")
R-Wpn-TBM-Earthquake		_("Bunker-Buster TBM Launcher - Hellshaker")
R-Wpn-TBM-Plasmite		_("Plasmite TBM Launcher - Armageddon")
R-Wpn-TBM-Precision		_("Guided TBM Launcher - Oblivion")

R-Sys-SpyTurret02			_("Hijacker Turret II")
R-Sys-SpyTurret03			_("Hijacker Turret III")
R-Sys-SpyTurretNEXUS		_("NEXUS Link Turret")

R-Wpn-Bomb-FuelAir		_("Fuel-Air Bomb")
R-Wpn-Bomb-Earthquake		_("Bunker-Buster Bomb - Earthquake Bomb")

R-Defense-SupercreteWall	_("Supercrete Wall")
R-Defense-PlascreteWall		_("Plascrete Wall")
R-Defense-PlasteelWall		_("Plasteel Wall")

R-Defense-HardcreteGate		_("Hardcrete Gate")
R-Defense-SupercreteGate	_("Supercrete Gate")
R-Defense-PlascreteGate		_("Plascrete Gate")
R-Defense-PlasteelGate		_("Plasteel Gate")
R-Defense-TankTrapGate		_("Retractable Tank Traps")

R-Defense-TowerConst01		_("Steel Tower Construction")
R-Defense-TowerConst02		_("Hardcrete Tower Construction")
R-Defense-TowerConst03		_("Supercrete Tower Construction")
R-Defense-TowerConst04		_("Plascrete Tower Construction")
R-Defense-TowerConst05		_("Plasteel Tower Construction")

R-Defense-EmplConst01		_("Hardcrete Emplacement Construction")
R-Defense-EmplConst02		_("Supercrete Emplacement Construction")
R-Defense-EmplConst03		_("Plascrete Emplacement Construction")
R-Defense-EmplConst04		_("Plasteel Emplacement Construction")

R-Defense-WallTowerConst01	_("Hardcrete Hardpoint Construction")
R-Defense-WallTowerConst02	_("Supercrete Hardpoint Construction")
R-Defense-WallTowerConst03	_("Plascrete Hardpoint Construction")
R-Defense-WallTowerConst04	_("Plasteel Hardpoint Construction")

R-Defense-BunkerConst01		_("Hardcrete Bunker Construction")
R-Defense-BunkerConst02		_("Supercrete Bunker Construction")
R-Defense-BunkerConst03		_("Plascrete Bunker Construction")
R-Defense-BunkerConst04		_("Plasteel Bunker Construction")

R-Defense-SuperEmplConst01	_("Supercrete Firebase Construction")
R-Defense-SuperEmplConst02	_("Plascrete Firebase Construction")
R-Defense-SuperEmplConst03	_("Plasteel Firebase Construction")

R-Defense-FortConst01		_("Supercrete Fortress Construction")
R-Defense-FortConst02		_("Plascrete Fortress Construction")
R-Defense-FortConst03		_("Plasteel Fortress Construction")

R-Defense-Bunker-Mortar				_("Mortar Bunker")
R-Defense-Bunker-MortarHvy			_("Bombard Bunker")
R-Defense-Bunker-MortarRot			_("Pepperpot Bunker")
R-Defense-Bunker-MortarInc			_("Incendiary Mortar Bunker")
R-Defense-Bunker2-MortarEMP			_("EMP Mortar Bunker")
R-Defense-Bunker3-MortarHvyPlas		_("Plasmite Bombard Bunker")
R-Defense-Bunker3-MortarRotPlas		_("Plasmite Pepperpot Bunker")
R-Defense-Bunker3-Mortar-Ramjet		_("Sureshot Mortar Bunker")
R-Defense-Bunker3-Mortar-RamjetHvy		_("Sureshot Bombard Bunker")
R-Defense-Bunker3-Mortar-RamjetRot		_("Sureshot Pepperpot Bunker")
R-Defense-Bunker3-MortarGattling		_("Gattling Mortar Bunker")
R-Defense-Bunker4-Mortar-Gauss		_("Gauss Mortar Bunker")
R-Defense-Bunker4-Mortar-GaussHvy		_("Gauss Bombard Bunker")
R-Defense-Bunker4-Mortar-GaussRot		_("Gauss Pepperpot Bunker")
R-Defense-Bunker4-Mortar-GaussInc		_("Gauss Incendiary Mortar Bunker")
R-Defense-Bunker4-Mortar-GaussHvyPlas	_("Gauss Plasmite Bombard Bunker")
R-Defense-Bunker4-Mortar-GaussRotPlas	_("Gauss Plasmite Pepperpot Bunker")
R-Defense-Bunker4-Mortar-GaussRamjet	_("Longshot Mortar Bunker")
R-Defense-Bunker4-Mortar-GaussRamjetHvy	_("Longshot Bombard Bunker")
R-Defense-Bunker4-Mortar-GaussRamjetRot	_("Longshot Pepperpot Bunker")
R-Defense-Bunker4-MortarGattlingGauss	_("Gauss Gattling Mortar Bunker")

R-Defense-Bunker2-Howitzer			_("Howitzer Bunker")
R-Defense-Bunker2-HowitzerHvy			_("Heavy Howitzer Bunker")
R-Defense-Bunker2-HowitzerRot			_("Rotary Howitzer Bunker")
R-Defense-Bunker2-HowitzerInc			_("Incendiary Howitzer Bunker")
R-Defense-Bunker3-HowitzerHvyPlas		_("Heavy Plasmite Howitzer Bunker")
R-Defense-Bunker3-HowitzerRotPlas		_("Rotary Plasmite Howitzer Bunker")
R-Defense-Bunker3-HowitzerBB			_("Ground Shaker Bunker")
R-Defense-Bunker3-HowitzerRamjet		_("Sureshot Howitzer Bunker")
R-Defense-Bunker3-HowitzerRamjetHvy		_("Heavy Sureshot Howitzer Bunker")
R-Defense-Bunker3-HowitzerRamjetRot		_("Rotary Sureshot Howitzer Bunker")
R-Defense-Bunker3-HowitzerGattling		_("Gattling Howitzer Bunker")
R-Defense-Bunker4-HowitzerGauss		_("Gauss Howitzer Bunker")
R-Defense-Bunker4-HowitzerGaussHvy		_("Heavy Gauss Howitzer Bunker")
R-Defense-Bunker4-HowitzerGaussRot		_("Rotary Gauss Howitzer Bunker")
R-Defense-Bunker4-HowitzerGaussInc		_("Gauss Incendiary Howitzer Bunker")
R-Defense-Bunker4-HowitzerGaussHvyPlas	_("Ragnarok Bunker")
R-Defense-Bunker4-HowitzerGaussRotPlas	_("Hellstorm Bunker")
R-Defense-Bunker4-HowitzerGaussBB		_("Meteor Launcher Bunker")
R-Defense-Bunker4-HowitzerGaussRamjet	_("Longshot Howitzer Bunker")
R-Defense-Bunker4-HowitzerGaussRamjetHvy	_("Heavy Longshot Howitzer Bunker")
R-Defense-Bunker4-HowitzerGaussRamjetRot	_("Rotary Longshot Howitzer Bunker")
R-Defense-Bunker4-HowitzerGattlingGauss	_("Shellstorm Bunker")

R-Defense-Bunker-Cannon-Lgt			_("Light Cannon Bunker")
R-Defense-Bunker-Cannon-Med			_("Medium Cannon Bunker")
R-Defense-Bunker-Cannon-Hvy			_("Heavy Cannon Bunker")
R-Defense-Bunker-Cannon-Aslt			_("Assault Cannon Bunker")
R-Defense-Bunker-Cannon-TwinAslt		_("Twin Assault Cannon Bunker")
R-Defense-Bunker2-Cannon-HPVLgt		_("Light HPV Cannon Bunker")
R-Defense-Bunker2-Cannon-HPVMed		_("Medium HPV Cannon Bunker")
R-Defense-Bunker2-Cannon-HPVHvy		_("Heavy HPV Cannon Bunker")
R-Defense-Bunker2-Cannon-HPVAslt		_("HPV Assault Cannon Bunker")
R-Defense-Bunker2-Cannon-HPVTwinAslt	_("Twin HPV Assault Cannon Bunker")
R-Defense-Bunker-Cannon-Flak			_("AA Flak Cannon Bunker")
R-Defense-Bunker2-Cannon-Shotgun		_("Blunderbuss Bunker")
R-Defense-Bunker2-Cannon-Sniper		_("Sniper Nest")
R-Defense-Bunker2-Cannon-Gattling		_("Ripper Cannon Bunker")
R-Defense-Bunker3-Cannon-HPVGattling	_("Shredder Cannon Bunker")
R-Defense-Bunker3-Cannon-Ramjet		_("Jet-Assisted Cannon Bunker")
R-Defense-Bunker2-Cannon-Inc			_("Incendiary Cannon Bunker")
R-Defense-Bunker3-Cannon-Plas			_("Thermite Cannon Bunker")

R-Defense-Bunker2-EMP-Cannon			_("EMP Cannon Bunker")

R-Defense-Bunker4-Flamer-PlasmaCannon	_("Plasma Cannon Bunker")

R-Defense-Bunker2-Laser-AP1			_("Light Laser Bunker")
R-Defense-Bunker2-Laser-AT1			_("Laser Cannon Bunker")
R-Defense-Bunker2-Laser-AP2			_("Heavy Laser Bunker")
R-Defense-Bunker2-Laser-AT2			_("Heavy Laser Cannon Bunker")
R-Defense-Bunker3-Laser-AP3			_("Flashlight Laser Bunker")
R-Defense-Bunker3-Laser-AT3			_("Pulse Laser Cannon Bunker")
R-Defense-Bunker3-Laser-AP4			_("Hyperion Laser Bunker")
R-Defense-Bunker3-Laser-AT4			_("Heavy Pulse Laser Cannon Bunker")
R-Defense-Bunker-Laser-AA			_("Stormbringer AA Laser Bunker")
R-Defense-Bunker3-Laser-AA2			_("Tempest AA Laser Bunker")
R-Defense-Bunker4-Laser-Plasma		_("Plasma Laser Bunker")

R-Defense-Bunker-MG1				_("Machinegun Bunker")
R-Defense-Bunker-MG2				_("Twin Machinegun Bunker")
R-Defense-Bunker-MG3				_("Heavy Machinegun Bunker")
R-Defense-Bunker-MG3Twin			_("Twin Heavy MG Bunker")
R-Defense-Bunker2-MG4				_("Assault Gun Bunker")
R-Defense-Bunker2-MG5				_("Twin Assault Gun Bunker")
R-Defense-Bunker-MG-AntiTank			_("Vulcan Gattling Gun Bunker")
R-Defense-Bunker-MG-AntiTankTwin		_("Twin Vulcan Gattling Gun Bunker")
R-Defense-Bunker2-MG-AntiTank2		_("Punisher Gattling Gun Bunker")
R-Defense-Bunker2-MG-AntiTank2Twin		_("Twin Punisher Gattling Gun Bunker")
R-Defense-Bunker-MG-AALgt			_("Tornado AA Gun Bunker")
R-Defense-Bunker-MG-AA				_("Hurricane AA Gun Bunker")
R-Defense-Bunker2-MG-AA2Lgt			_("Cyclone AA Gun Bunker")
R-Defense-Bunker2-MG-AA2			_("Whirlwind AA Gun Bunker")
R-Defense-Bunker-MG3Inc				_("Incendiary Machinegun Bunker")
R-Defense-Bunker-MG3IncTwin			_("Twin Incendiary MG Bunker")
R-Defense-Bunker3-MG4Inc			_("Hellspitter Machinegun Bunker")
R-Defense-Bunker3-MG4IncTwin			_("Twin Hellspitter MG Bunker")
R-Defense-Bunker3-Railgun-Gattling		_("Leadsprayer Gauss MG Bunker")
R-Defense-Bunker3-Railgun-GattlingInc	_("Hellsprayer Gauss MG Bunker")
R-Defense-Bunker3-Railgun-GattlingTwin	_("Twin Leadsprayer Bunker")
R-Defense-Bunker3-Railgun-GattlingIncTwin	_("Twin Hellsprayer Bunker")
R-Defense-Bunker3-Railgun-GattlingAALgt	_("Dust Devil AA Bunker")
R-Defense-Bunker3-Railgun-GattlingAA	_("Sandstorm AA Bunker")
R-Defense-Bunker3-MG-AntiTankGss		_("Hellfury Gauss Minigun Bunker")
R-Defense-Bunker3-MG-AntiTankGssTwin	_("Twin Hellfury Gauss Minigun Bunker")
R-Defense-Bunker4-Railgun-Gattling		_("Leadsprayer Gauss MG Bunker")
R-Defense-Bunker4-Railgun-GattlingInc	_("Hellsprayer Gauss MG Bunker")
R-Defense-Bunker4-Railgun-GattlingAA	_("Sandstorm AA Bunker")

R-Defense-Bunker-Railgun-Proto		_("Hardcrete Proto-Railgun Bunker")
R-Defense-Bunker2-Railgun-Proto		_("Supercrete Proto-Railgun Bunker")
R-Defense-Bunker3-Railgun-Lgt			_("Needlegun Bunker")
R-Defense-Bunker3-Railgun-Med			_("Railgun Bunker")
R-Defense-Bunker3-Railgun-Hvy			_("Gauss Cannon Bunker")
R-Defense-Bunker3-Railgun-Aslt		_("Assault Needlegun Bunker")
R-Defense-Bunker3-Railgun-TwinAslt		_("Twin Assault Needlegun Bunker")
R-Defense-Bunker3-Railgun-Shotgun		_("Scattershot Bunker")
R-Defense-Bunker3-Railgun-Sniper		_("Gauss Sniper Nest")
R-Defense-Bunker3-Railgun-Flak		_("Gauss Flak Cannon Bunker")
R-Defense-Bunker4-Railgun-GattlingAT	_("Eviscerator Bunker")

R-Defense-Bunker-Rocket-AT			_("Lancer Bunker")
R-Defense-Bunker2-Rocket-AT2			_("Tank Killer Bunker")
R-Defense-Bunker3-Rocket-AT3			_("Scourge Missile Bunker")
R-Defense-Bunker-Rocket-ATHvy			_("Heavy Lancer Bunker")
R-Defense-Bunker2-Rocket-AT2Hvy		_("Heavy Tank Killer Bunker")
R-Defense-Bunker3-Rocket-AT3Hvy		_("Heavy Scourge Missile Bunker")
R-Defense-Bunker-Rocket-Pod			_("Minipod Bunker")
R-Defense-Bunker2-Rocket-Pod2			_("Assault Pod Bunker")
R-Defense-Bunker3-Rocket-Pod3			_("Erinyes Missile Pod Bunker")
R-Defense-Bunker-Rocket-PodTwin		_("Twin Minipod Bunker")
R-Defense-Bunker2-Rocket-Pod2Twin		_("Twin Assault Pod Bunker")
R-Defense-Bunker3-Rocket-Pod3Twin		_("Twin Erinyes Bunker")
R-Defense-Bunker-Rocket-PodQuad		_("Quad Minipod Bunker")
R-Defense-Bunker2-Rocket-Pod2Quad		_("Quad Assault Pod Bunker")
R-Defense-Bunker3-Rocket-Pod3Quad		_("Quad Erinyes Bunker")
R-Defense-Bunker4-Rocket-Gattling		_("Rocketstorm Bunker")
R-Defense-Bunker-Rocket-MRL			_("MRL Bunker")
R-Defense-Bunker-Rocket-MRLHvy		_("Heavy MRL Bunker")
R-Defense-Bunker2-Rocket-TopAttack		_("Rocket Assault Array Bunker")
R-Defense-Bunker2-Rocket-TopAttackHvy	_("Heavy Rocket Assault Array Bunker")
R-Defense-Bunker3-Rocket-Seraph		_("Seraph Missile Bunker")
R-Defense-Bunker3-Rocket-SeraphHvy		_("Heavy Seraph Missile Bunker")
R-Defense-Bunker2-Rocket-TopAtkInc		_("Incendiary Missile Bunker")
R-Defense-Bunker2-Rocket-TopAtkIncHvy	_("Heavy Incendiary Missile Bunker")
R-Defense-Bunker3-Rocket-TopAtkPlas		_("Ifrit Missile Bunker")
R-Defense-Bunker3-Rocket-TopAtkPlasHvy	_("Heavy Ifrit Missile Bunker")
R-Defense-Bunker2-Rocket-Ripple		_("Ripple Rocket Bunker")
R-Defense-Bunker3-Rocket-Archangel		_("Archangel Missile Bunker")
R-Defense-Bunker-Rocket-Sunburst		_("Sunburst AA Bunker")
R-Defense-Bunker3-Rocket-Cherub		_("Cherub AA Bunker")
R-Defense-Bunker2-Rocket-SAM			_("Solar Flare SAM Bunker")
R-Defense-Bunker2-Rocket-SAMHvy		_("Sunstorm SAM Bunker")
R-Defense-Bunker3-Rocket-SAM2			_("Avenger SAM Bunker")
R-Defense-Bunker3-Rocket-SAM2Hvy		_("Vindicator SAM Bunker")
R-Defense-Bunker4-Rocket-LasProp-AT		_("Ballista Missile Bunker")
R-Defense-Bunker4-Rocket-LasProp-AP		_("Apollo Missile Bunker")
R-Defense-Bunker4-Rocket-LasProp-Plas	_("Sunrider Missile Bunker")

R-Defense-Bunker3-SpyTurretNEXUS		_("NEXUS Link Bunker")

R-Defense-Empl-Mortar				_("Mortar Pit")
R-Defense-Empl-MortarHvy			_("Bombard Pit")
R-Defense-Empl-MortarRot			_("Pepperpot Pit")
R-Defense-Empl-MortarInc			_("Incendiary Mortar Pit")
R-Defense-Empl2-MortarEMP			_("EMP Mortar Pit")
R-Defense-Empl3-MortarHvyPlas			_("Plasmite Bombard Pit")
R-Defense-Empl3-MortarRotPlas			_("Plasmite Pepperpot Pit")
R-Defense-Empl3-Mortar-Ramjet			_("Sureshot Mortar Pit")
R-Defense-Empl3-Mortar-RamjetHvy		_("Sureshot Bombard Pit")
R-Defense-Empl3-Mortar-RamjetRot		_("Sureshot Pepperpot Pit")
R-Defense-Empl3-MortarGattling		_("Gattling Mortar Pit")
R-Defense-Empl4-Mortar-Gauss			_("Gauss Mortar Pit")
R-Defense-Empl4-Mortar-GaussHvy		_("Gauss Bombard Pit")
R-Defense-Empl4-Mortar-GaussRot		_("Gauss Pepperpot Pit")
R-Defense-Empl4-Mortar-GaussInc		_("Gauss Incendiary Mortar Pit")
R-Defense-Empl4-Mortar-GaussHvyPlas		_("Gauss Plasmite Bombard Pit")
R-Defense-Empl4-Mortar-GaussRotPlas		_("Gauss Plasmite Pepperpot Pit")
R-Defense-Empl4-Mortar-GaussRamjet		_("Longshot Mortar Pit")
R-Defense-Empl4-Mortar-GaussRamjetHvy	_("Longshot Bombard Pit")
R-Defense-Empl4-Mortar-GaussRamjetRot	_("Longshot Pepperpot Pit")
R-Defense-Empl4-MortarGattlingGauss		_("Gauss Gattling Mortar Pit")

R-Defense-Empl2-Howitzer			_("Howitzer Emplacement")
R-Defense-Empl2-HowitzerHvy			_("Heavy Howitzer Emplacement")
R-Defense-Empl2-HowitzerRot			_("Rotary Howitzer Emplacement")
R-Defense-Empl2-HowitzerInc			_("Incendiary Howitzer Emplacement")
R-Defense-Empl3-HowitzerHvyPlas		_("Heavy Plasmite Howitzer Emplacement")
R-Defense-Empl3-HowitzerRotPlas		_("Rotary Plasmite Howitzer Emplacement")
R-Defense-Empl3-HowitzerRamjet		_("Sureshot Howitzer Emplacement")
R-Defense-Empl3-HowitzerRamjetHvy		_("Heavy Sureshot Howitzer Emplacement")
R-Defense-Empl3-HowitzerRamjetRot		_("Rotary Sureshot Howitzer Emplacement")
R-Defense-Empl3-HowitzerBB			_("Ground Shaker Emplacement")
R-Defense-Empl3-HowitzerGattling		_("Gattling Howitzer Emplacement")
R-Defense-Empl4-HowitzerGauss			_("Gauss Howitzer Emplacement")
R-Defense-Empl4-HowitzerGaussHvy		_("Heavy Gauss Howitzer Emplacement")
R-Defense-Empl4-HowitzerGaussRot		_("Rotary Gauss Howitzer Emplacement")
R-Defense-Empl4-HowitzerGaussInc		_("Gauss Incendiary Howitzer Emplacement")
R-Defense-Empl4-HowitzerGaussHvyPlas	_("Ragnarok Emplacement")
R-Defense-Empl4-HowitzerGaussRotPlas	_("Hellstorm Emplacement")
R-Defense-Empl4-HowitzerGaussRamjet		_("Longshot Emplacement")
R-Defense-Empl4-HowitzerGaussRamjetHvy	_("Heavy Longshot Emplacement")
R-Defense-Empl4-HowitzerGaussRamjetRot	_("Rotary Longshot Emplacement")
R-Defense-Empl4-HowitzerGaussBB		_("Meteor Launcher Emplacement")
R-Defense-Empl4-HowitzerGattlingGauss	_("Shellstorm Emplacement")

R-Defense-Empl-Cannon-Flak			_("AA Flak Cannon Emplacement")

R-Defense-Empl-Flame1Mk1			_("Light Flamer Emplacement")
R-Defense-Empl-Flame1Med			_("Medium Flamer Emplacement")
R-Defense-Empl-Flame1Hvy			_("Heavy Flamer Emplacement")
R-Defense-Empl2-Flame2				_("Light Thermite Flamer Emplacement")
R-Defense-Empl2-Flame2Med			_("Medium Thermite Flamer Emplacement")
R-Defense-Empl2-Flame2Hvy			_("Heavy Thermite Flamer Emplacement")
R-Defense-Empl3-PlasmiteFlamer		_("Light Plasmite Flamer Emplacement")
